Kode Rumah Sakit,Nama Rumah Sakit,Tipe,Alamat,Latitude,Longitude,Telepon,Email,Kelas,Kamar,Jumlah Bed,BPJS,No WhatsApp,Foto Rumah Sakit
3372238,RS PKU Muhammadiyah Sampangan Surakarta,D,Semanggi RT 002 RW 020 Pasar Kliwon,-7.581668,110.836446,0271-633894,,Kelas II,,12,0,+6282133150759,"https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/beritajowo/images/2018/03/03/16-48-30-images.jpg

"
3372238,RS PKU Muhammadiyah Sampangan Surakarta,D,Semanggi RT 002 RW 020 Pasar Kliwon,-7.581668,110.836446,0271-633894,,Kelas III,,26,0,+6282133150759,"https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/beritajowo/images/2018/03/03/16-48-30-images.jpg

"
3372239,RS Gigi dan Mulut Soelastri,C,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,-7.565111,110.806852,0271-7467796,,ICU,,1,1,+628001919100,https://siedoo.com/wp-content/uploads/2019/01/RSGM-Solo-pabelanonline.jpg
3372239,RS Gigi dan Mulut Soelastri,C,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,-7.565111,110.806852,0271-7467796,,VVIP/Super VIP,,1,1,+628001919100,https://siedoo.com/wp-content/uploads/2019/01/RSGM-Solo-pabelanonline.jpg
3372239,RS Gigi dan Mulut Soelastri,C,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,-7.565111,110.806852,0271-7467796,,VIP,,1,1,+628001919100,https://siedoo.com/wp-content/uploads/2019/01/RSGM-Solo-pabelanonline.jpg
3372239,RS Gigi dan Mulut Soelastri,C,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,-7.565111,110.806852,0271-7467796,,Kelas I,,2,1,+628001919100,https://siedoo.com/wp-content/uploads/2019/01/RSGM-Solo-pabelanonline.jpg
3372239,RS Gigi dan Mulut Soelastri,C,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,-7.565111,110.806852,0271-7467796,,Kelas II,,2,1,+628001919100,https://siedoo.com/wp-content/uploads/2019/01/RSGM-Solo-pabelanonline.jpg
3372239,RS Gigi dan Mulut Soelastri,C,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,-7.565111,110.806852,0271-7467796,,Kelas III,,3,1,+628001919100,https://siedoo.com/wp-content/uploads/2019/01/RSGM-Solo-pabelanonline.jpg
3372241,RS JIH Solo,C,Jl. Adi Sucipto No 118 Jajar Laweyan,-7.550400,110.789900,0271-7469100,,ICU,,6,1,+62811500805,https://ik.trn.asia/uploads/2022/06/1654795449031.jpeg?tr=w-705
3372241,RS JIH Solo,C,Jl. Adi Sucipto No 118 Jajar Laweyan,-7.550400,110.789900,0271-7469100,,VVIP/Super VIP,,8,1,+62811500805,https://ik.trn.asia/uploads/2022/06/1654795449031.jpeg?tr=w-705
3372241,RS JIH Solo,C,Jl. Adi Sucipto No 118 Jajar Laweyan,-7.550400,110.789900,0271-7469100,,VIP,,47,1,+62811500805,https://ik.trn.asia/uploads/2022/06/1654795449031.jpeg?tr=w-705
3372241,RS JIH Solo,C,Jl. Adi Sucipto No 118 Jajar Laweyan,-7.550400,110.789900,0271-7469100,,Kelas I,Ruang ASOKA,7,1,+62811500805,https://ik.trn.asia/uploads/2022/06/1654795449031.jpeg?tr=w-705
3372241,RS JIH Solo,C,Jl. Adi Sucipto No 118 Jajar Laweyan,-7.550400,110.789900,0271-7469100,,Kelas II,Ruang ASOKA,5,1,+62811500805,https://ik.trn.asia/uploads/2022/06/1654795449031.jpeg?tr=w-705
3372241,RS JIH Solo,C,Jl. Adi Sucipto No 118 Jajar Laweyan,-7.550400,110.789900,0271-7469100,,Kelas III,Ruang ASOKA,25,1,+62811500805,https://ik.trn.asia/uploads/2022/06/1654795449031.jpeg?tr=w-705
3372242,RS Onkologi Solo,C,"Jl. Siwalan No.37 Rt.002 Rw.014 Kerten, Laweyan Surakarta",-7.556577,110.790503,0271-7651717,,ICU,,3,1,+6285702228882,https://drive.google.com/file/d/19pbTAplEEvZFVh7K-zVxO50aW4Uiz7Bl/view?usp=drive_link
3372242,RS Onkologi Solo,C,"Jl. Siwalan No.37 Rt.002 Rw.014 Kerten, Laweyan Surakarta",-7.556577,110.790503,0271-7651717,,VIP,,2,1,+6285702228882,https://drive.google.com/file/d/19pbTAplEEvZFVh7K-zVxO50aW4Uiz7Bl/view?usp=drive_link
3372242,RS Onkologi Solo,C,"Jl. Siwalan No.37 Rt.002 Rw.014 Kerten, Laweyan Surakarta",-7.556577,110.790503,0271-7651717,,Kelas I,,5,1,+6285702228882,https://drive.google.com/file/d/19pbTAplEEvZFVh7K-zVxO50aW4Uiz7Bl/view?usp=drive_link
3372242,RS Onkologi Solo,C,"Jl. Siwalan No.37 Rt.002 Rw.014 Kerten, Laweyan Surakarta",-7.556577,110.790503,0271-7651717,,Kelas II,,10,1,+6285702228882,https://drive.google.com/file/d/19pbTAplEEvZFVh7K-zVxO50aW4Uiz7Bl/view?usp=drive_link
3372242,RS Onkologi Solo,C,"Jl. Siwalan No.37 Rt.002 Rw.014 Kerten, Laweyan Surakarta",-7.556577,110.790503,0271-7651717,,Kelas III,,6,1,+6285702228882,https://drive.google.com/file/d/19pbTAplEEvZFVh7K-zVxO50aW4Uiz7Bl/view?usp=drive_link
3372240,RS Umum Daerah Bung Karno Kota Surakarta,C,Jl. Sungai Serang 1 Rt 03 Rw 03 Kelurahan Mojo Kecamatan Pasar Kliwon,-7.592036,110.833789,0271-2936301,,ICU,,6,0,+628112838802,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/gedung-rsud-bung-karno-surakarta-1.jpg
3372240,RS Umum Daerah Bung Karno Kota Surakarta,C,Jl. Sungai Serang 1 Rt 03 Rw 03 Kelurahan Mojo Kecamatan Pasar Kliwon,-7.592036,110.833789,0271-2936301,,VIP,,2,0,+628112838802,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/gedung-rsud-bung-karno-surakarta-1.jpg
3372240,RS Umum Daerah Bung Karno Kota Surakarta,C,Jl. Sungai Serang 1 Rt 03 Rw 03 Kelurahan Mojo Kecamatan Pasar Kliwon,-7.592036,110.833789,0271-2936301,,Kelas I,,4,0,+628112838802,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/gedung-rsud-bung-karno-surakarta-1.jpg
3372240,RS Umum Daerah Bung Karno Kota Surakarta,C,Jl. Sungai Serang 1 Rt 03 Rw 03 Kelurahan Mojo Kecamatan Pasar Kliwon,-7.592036,110.833789,0271-2936301,,Kelas II,,20,0,+628112838802,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/gedung-rsud-bung-karno-surakarta-1.jpg
3372240,RS Umum Daerah Bung Karno Kota Surakarta,C,Jl. Sungai Serang 1 Rt 03 Rw 03 Kelurahan Mojo Kecamatan Pasar Kliwon,-7.592036,110.833789,0271-2936301,,Kelas III,,40,0,+628112838802,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/gedung-rsud-bung-karno-surakarta-1.jpg
3372201,RS Umum Pusat Surakarta,D,"Jl. Profesor Dr. Soeharso No.28, Jajar, Kec. Laweyan",-7.554472,110.787051,0271-720002,rsupsurakarta@kemkes.go.id,ICU,,8,0,+6287735888811,https://lh3.googleusercontent.com/p/AF1QipPobUCgTUIbZBi_QqGeQAxntJWvSI5MW7QqvDxM=s1360-w1360-h1020
3372201,RS Umum Pusat Surakarta,D,"Jl. Profesor Dr. Soeharso No.28, Jajar, Kec. Laweyan",-7.554472,110.787051,0271-720002,rsupsurakarta@kemkes.go.id,Kelas I,"Ruang KAMAR RI NAKULA INFEKSI ANAK, Ruang KAMAR RI PUNTHADEWA ANAK, Ruang KAMAR SEMBODRO, Ruang KAMAR RI NAKULA INFEKSI, Ruang KAMAR RI NAKULA TBMDR, Ruang KAMAR RI SADEWA 2, Ruang KAMAR RI NAKULA NON INFEKSI, Ruang KAMAR RI PUNTHADEWA NON INFEKS, Ruang KAMAR ICU NON COVID",20,0,+6287735888811,https://lh3.googleusercontent.com/p/AF1QipPobUCgTUIbZBi_QqGeQAxntJWvSI5MW7QqvDxM=s1360-w1360-h1020
3372201,RS Umum Pusat Surakarta,D,"Jl. Profesor Dr. Soeharso No.28, Jajar, Kec. Laweyan",-7.554472,110.787051,0271-720002,rsupsurakarta@kemkes.go.id,Kelas II,"Ruang KAMAR RI SADEWA 2, Ruang KAMAR RI NAKULA INFEKSI ANAK, Ruang KAMAR RI PUNTHADEWA NON INFEKS, Ruang KAMAR RI NAKULA INFEKSI, Ruang KAMAR RI PUNTHADEWA ANAK, Ruang KAMAR SEMBODRO, Ruang KAMAR RI NAKULA NON INFEKSI",14,0,+6287735888811,https://lh3.googleusercontent.com/p/AF1QipPobUCgTUIbZBi_QqGeQAxntJWvSI5MW7QqvDxM=s1360-w1360-h1020
3372201,RS Umum Pusat Surakarta,D,"Jl. Profesor Dr. Soeharso No.28, Jajar, Kec. Laweyan",-7.554472,110.787051,0271-720002,rsupsurakarta@kemkes.go.id,Kelas III,"Ruang KAMAR SEMBODRO, Ruang KAMAR RI NAKULA INFEKSI, Ruang KAMAR RI PUNTHADEWA NON INFEKS, Ruang KAMAR RI NAKULA ANAK, Ruang SADEWA ISOLASI NON COVID, Ruang KAMAR RI PUNTHADEWA ANAK, Ruang KAMAR RI NAKULA INFEKSI ANAK, Ruang KAMAR RI NAKULA NON INFEKSI, Ruang KAMAR RI SADEWA 2",50,0,+6287735888811,https://lh3.googleusercontent.com/p/AF1QipPobUCgTUIbZBi_QqGeQAxntJWvSI5MW7QqvDxM=s1360-w1360-h1020
3372234,RS Umum Daerah Ibu Fatmawati Soekarno,C,Jl. Lettu Sumarto No. 1 Kel. Kadipiro Kec. Banjarsari,-7.526200,110.812800,0271-715300,,ICU,,5,0,+6281219934999,https://drive.google.com/file/d/1RjZbsSCUAeZD1XDYYHJF9HNQ6M9dhcHC/view?usp=drive_link
3372234,RS Umum Daerah Ibu Fatmawati Soekarno,C,Jl. Lettu Sumarto No. 1 Kel. Kadipiro Kec. Banjarsari,-7.526200,110.812800,0271-715300,,VVIP/Super VIP,,0,0,+6281219934999,https://drive.google.com/file/d/1RjZbsSCUAeZD1XDYYHJF9HNQ6M9dhcHC/view?usp=drive_link
3372234,RS Umum Daerah Ibu Fatmawati Soekarno,C,Jl. Lettu Sumarto No. 1 Kel. Kadipiro Kec. Banjarsari,-7.526200,110.812800,0271-715300,,VIP,,1,0,+6281219934999,https://drive.google.com/file/d/1RjZbsSCUAeZD1XDYYHJF9HNQ6M9dhcHC/view?usp=drive_link
3372234,RS Umum Daerah Ibu Fatmawati Soekarno,C,Jl. Lettu Sumarto No. 1 Kel. Kadipiro Kec. Banjarsari,-7.526200,110.812800,0271-715300,,Kelas I,Ruang,9,0,+6281219934999,https://drive.google.com/file/d/1RjZbsSCUAeZD1XDYYHJF9HNQ6M9dhcHC/view?usp=drive_link
3372234,RS Umum Daerah Ibu Fatmawati Soekarno,C,Jl. Lettu Sumarto No. 1 Kel. Kadipiro Kec. Banjarsari,-7.526200,110.812800,0271-715300,,Kelas II,Ruang,18,0,+6281219934999,https://drive.google.com/file/d/1RjZbsSCUAeZD1XDYYHJF9HNQ6M9dhcHC/view?usp=drive_link
3372234,RS Umum Daerah Ibu Fatmawati Soekarno,C,Jl. Lettu Sumarto No. 1 Kel. Kadipiro Kec. Banjarsari,-7.526200,110.812800,0271-715300,,Kelas III,Ruang,72,0,+6281219934999,https://drive.google.com/file/d/1RjZbsSCUAeZD1XDYYHJF9HNQ6M9dhcHC/view?usp=drive_link
